item_id,location_id,period,quantity
ITM0022,LOC004,2026-06,89
ITM0022,LOC004,2026-07,411
ITM0022,LOC004,2026-08,169
ITM0022,LOC004,2026-09,465
ITM0022,LOC004,2026-10,211
ITM0022,LOC004,2026-11,388
ITM0022,LOC004,2026-12,356
ITM0022,LOC015,2026-01,305
ITM0022,LOC015,2026-02,351
ITM0022,LOC015,2026-03,425
ITM0022,LOC015,2026-04,231
ITM0022,LOC015,2026-05,395
ITM0022,LOC015,2026-06,513
ITM0022,LOC015,2026-07,239
ITM0022,LOC015,2026-08,363
ITM0022,LOC015,2026-09,286
ITM0022,LOC015,2026-10,227
ITM0022,LOC015,2026-11,566
ITM0022,LOC015,2026-12,197
ITM0022,LOC014,2026-01,441
ITM0022,LOC014,2026-02,355
ITM0022,LOC014,2026-03,565
ITM0022,LOC014,2026-04,346
ITM0022,LOC014,2026-05,292
ITM0022,LOC014,2026-06,443
ITM0022,LOC014,2026-07,286
ITM0022,LOC014,2026-08,97
ITM0022,LOC014,2026-09,244
ITM0022,LOC014,2026-10,305
ITM0022,LOC014,2026-11,294
ITM0022,LOC014,2026-12,311
ITM0023,LOC007,2026-01,186
ITM0023,LOC007,2026-02,321
ITM0023,LOC007,2026-03,210
ITM0023,LOC007,2026-04,374
ITM0023,LOC007,2026-05,205
ITM0023,LOC007,2026-06,388
ITM0023,LOC007,2026-07,394
ITM0023,LOC007,2026-08,51
ITM0023,LOC007,2026-09,405
ITM0023,LOC007,2026-10,215
ITM0023,LOC007,2026-11,483
ITM0023,LOC007,2026-12,187
ITM0023,LOC010,2026-01,425
ITM0023,LOC010,2026-02,489
ITM0023,LOC010,2026-03,447
ITM0023,LOC010,2026-04,378
ITM0023,LOC010,2026-05,160
ITM0023,LOC010,2026-06,442
ITM0023,LOC010,2026-07,353
ITM0023,LOC010,2026-08,2
ITM0023,LOC010,2026-09,405
ITM0023,LOC010,2026-10,246
ITM0023,LOC010,2026-11,346
ITM0023,LOC010,2026-12,306
ITM0023,LOC015,2026-01,404
ITM0023,LOC015,2026-02,281
ITM0023,LOC015,2026-03,306
ITM0023,LOC015,2026-04,359
ITM0023,LOC015,2026-05,228
ITM0023,LOC015,2026-06,380
ITM0023,LOC015,2026-07,293
ITM0023,LOC015,2026-08,224
ITM0023,LOC015,2026-09,59
ITM0023,LOC015,2026-10,375
ITM0023,LOC015,2026-11,236
ITM0023,LOC015,2026-12,325
ITM0023,LOC013,2026-01,221
ITM0023,LOC013,2026-02,344
ITM0023,LOC013,2026-03,454
ITM0023,LOC013,2026-04,324
ITM0023,LOC013,2026-05,237
ITM0023,LOC013,2026-06,507
ITM0023,LOC013,2026-07,296
ITM0023,LOC013,2026-08,357
ITM0023,LOC013,2026-09,167
ITM0023,LOC013,2026-10,337
ITM0023,LOC013,2026-11,382
ITM0023,LOC013,2026-12,418
ITM0023,LOC011,2026-01,156
ITM0023,LOC011,2026-02,145
ITM0023,LOC011,2026-03,437
ITM0023,LOC011,2026-04,230
ITM0023,LOC011,2026-05,330
ITM0023,LOC011,2026-06,248
ITM0023,LOC011,2026-07,309
ITM0023,LOC011,2026-08,0
ITM0023,LOC011,2026-09,214
ITM0023,LOC011,2026-10,338
ITM0023,LOC011,2026-11,306
ITM0023,LOC011,2026-12,388
ITM0023,LOC002,2026-01,204
ITM0023,LOC002,2026-02,379
ITM0023,LOC002,2026-03,418
ITM0023,LOC002,2026-04,493
ITM0023,LOC002,2026-05,366
ITM0023,LOC002,2026-06,290
ITM0023,LOC002,2026-07,217
ITM0023,LOC002,2026-08,200
ITM0023,LOC002,2026-09,156
ITM0023,LOC002,2026-10,292
ITM0023,LOC002,2026-11,101
ITM0023,LOC002,2026-12,374
ITM0024,LOC017,2026-01,371
ITM0024,LOC017,2026-02,255
ITM0024,LOC017,2026-03,241
ITM0024,LOC017,2026-04,271
ITM0024,LOC017,2026-05,387
ITM0024,LOC017,2026-06,486
ITM0024,LOC017,2026-07,281
ITM0024,LOC017,2026-08,222
ITM0024,LOC017,2026-09,345
ITM0024,LOC017,2026-10,324
ITM0024,LOC017,2026-11,191
ITM0024,LOC017,2026-12,211
ITM0024,LOC010,2026-01,287
ITM0024,LOC010,2026-02,380
ITM0024,LOC010,2026-03,156
ITM0024,LOC010,2026-04,177
ITM0024,LOC010,2026-05,359
ITM0024,LOC010,2026-06,153
ITM0024,LOC010,2026-07,313
ITM0024,LOC010,2026-08,342
ITM0024,LOC010,2026-09,286
ITM0024,LOC010,2026-10,177
ITM0024,LOC010,2026-11,292
ITM0024,LOC010,2026-12,260
ITM0024,LOC006,2026-01,340
ITM0024,LOC006,2026-02,199
ITM0024,LOC006,2026-03,430
ITM0024,LOC006,2026-04,98
ITM0024,LOC006,2026-05,278
ITM0024,LOC006,2026-06,300
ITM0024,LOC006,2026-07,415
ITM0024,LOC006,2026-08,226
ITM0024,LOC006,2026-09,365
ITM0024,LOC006,2026-10,231
ITM0024,LOC006,2026-11,388
ITM0024,LOC006,2026-12,508
ITM0024,LOC016,2026-01,251
ITM0024,LOC016,2026-02,353
ITM0024,LOC016,2026-03,188
ITM0024,LOC016,2026-04,416
ITM0024,LOC016,2026-05,445
ITM0024,LOC016,2026-06,304
ITM0024,LOC016,2026-07,163
ITM0024,LOC016,2026-08,348
ITM0024,LOC016,2026-09,437
ITM0024,LOC016,2026-10,430
ITM0024,LOC016,2026-11,397
ITM0024,LOC016,2026-12,80
ITM0024,LOC007,2026-01,218
ITM0024,LOC007,2026-02,470
ITM0024,LOC007,2026-03,152
ITM0024,LOC007,2026-04,435
ITM0024,LOC007,2026-05,525
ITM0024,LOC007,2026-06,391
ITM0024,LOC007,2026-07,434
ITM0024,LOC007,2026-08,260
ITM0024,LOC007,2026-09,152
ITM0024,LOC007,2026-10,287
ITM0024,LOC007,2026-11,276
ITM0024,LOC007,2026-12,294
ITM0024,LOC001,2026-01,383
ITM0024,LOC001,2026-02,282
ITM0024,LOC001,2026-03,323
ITM0024,LOC001,2026-04,350
ITM0024,LOC001,2026-05,299
ITM0024,LOC001,2026-06,521
ITM0024,LOC001,2026-07,353
ITM0024,LOC001,2026-08,310
ITM0024,LOC001,2026-09,275
ITM0024,LOC001,2026-10,224
ITM0024,LOC001,2026-11,461
ITM0024,LOC001,2026-12,318
ITM0025,LOC015,2026-01,268
ITM0025,LOC015,2026-02,342
ITM0025,LOC015,2026-03,341
ITM0025,LOC015,2026-04,386
ITM0025,LOC015,2026-05,144
ITM0025,LOC015,2026-06,334
ITM0025,LOC015,2026-07,304
ITM0025,LOC015,2026-08,242
ITM0025,LOC015,2026-09,480
ITM0025,LOC015,2026-10,472
ITM0025,LOC015,2026-11,216
ITM0025,LOC015,2026-12,277
ITM0025,LOC017,2026-01,325
ITM0025,LOC017,2026-02,476
ITM0025,LOC017,2026-03,182
ITM0025,LOC017,2026-04,328
ITM0025,LOC017,2026-05,321
ITM0025,LOC017,2026-06,292
ITM0025,LOC017,2026-07,177
ITM0025,LOC017,2026-08,161
ITM0025,LOC017,2026-09,166
ITM0025,LOC017,2026-10,206
ITM0025,LOC017,2026-11,610
ITM0025,LOC017,2026-12,371
ITM0025,LOC008,2026-01,407
ITM0025,LOC008,2026-02,336
ITM0025,LOC008,2026-03,113
ITM0025,LOC008,2026-04,433
ITM0025,LOC008,2026-05,250
ITM0025,LOC008,2026-06,74
ITM0025,LOC008,2026-07,0
ITM0025,LOC008,2026-08,162
ITM0025,LOC008,2026-09,247
ITM0025,LOC008,2026-10,409
ITM0025,LOC008,2026-11,201
ITM0025,LOC008,2026-12,260
ITM0025,LOC012,2026-01,409
ITM0025,LOC012,2026-02,444
ITM0025,LOC012,2026-03,153
ITM0025,LOC012,2026-04,493
ITM0025,LOC012,2026-05,290
ITM0025,LOC012,2026-06,284
ITM0025,LOC012,2026-07,359
ITM0025,LOC012,2026-08,348
ITM0025,LOC012,2026-09,263
ITM0025,LOC012,2026-10,371
ITM0025,LOC012,2026-11,258
ITM0025,LOC012,2026-12,225
ITM0025,LOC016,2026-01,193
ITM0025,LOC016,2026-02,357
ITM0025,LOC016,2026-03,431
ITM0025,LOC016,2026-04,297
ITM0025,LOC016,2026-05,621
ITM0025,LOC016,2026-06,397
ITM0025,LOC016,2026-07,333
ITM0025,LOC016,2026-08,294
ITM0025,LOC016,2026-09,411
ITM0025,LOC016,2026-10,175
ITM0025,LOC016,2026-11,445
ITM0025,LOC016,2026-12,217
ITM0025,LOC002,2026-01,149
ITM0025,LOC002,2026-02,143
ITM0025,LOC002,2026-03,353
ITM0025,LOC002,2026-04,312
ITM0025,LOC002,2026-05,314
ITM0025,LOC002,2026-06,313
ITM0025,LOC002,2026-07,302
ITM0025,LOC002,2026-08,333
ITM0025,LOC002,2026-09,384
ITM0025,LOC002,2026-10,372
ITM0025,LOC002,2026-11,321
ITM0025,LOC002,2026-12,336
ITM0026,LOC017,2026-01,417
ITM0026,LOC017,2026-02,246
ITM0026,LOC017,2026-03,50
ITM0026,LOC017,2026-04,281
ITM0026,LOC017,2026-05,435
ITM0026,LOC017,2026-06,220
ITM0026,LOC017,2026-07,270
ITM0026,LOC017,2026-08,493
ITM0026,LOC017,2026-09,294
ITM0026,LOC017,2026-10,201
ITM0026,LOC017,2026-11,122
ITM0026,LOC017,2026-12,352
ITM0026,LOC009,2026-01,321
ITM0026,LOC009,2026-02,416
ITM0026,LOC009,2026-03,190
ITM0026,LOC009,2026-04,265
ITM0026,LOC009,2026-05,379
ITM0026,LOC009,2026-06,235
ITM0026,LOC009,2026-07,80
ITM0026,LOC009,2026-08,330
ITM0026,LOC009,2026-09,406
ITM0026,LOC009,2026-10,320
ITM0026,LOC009,2026-11,356
ITM0026,LOC009,2026-12,439
ITM0026,LOC003,2026-01,418
ITM0026,LOC003,2026-02,277
ITM0026,LOC003,2026-03,363
ITM0026,LOC003,2026-04,267
ITM0026,LOC003,2026-05,401
ITM0026,LOC003,2026-06,268
ITM0026,LOC003,2026-07,256
ITM0026,LOC003,2026-08,384
ITM0026,LOC003,2026-09,360
ITM0026,LOC003,2026-10,242
ITM0026,LOC003,2026-11,323
ITM0026,LOC003,2026-12,308
ITM0026,LOC008,2026-01,144
ITM0026,LOC008,2026-02,248
ITM0026,LOC008,2026-03,198
ITM0026,LOC008,2026-04,443
ITM0026,LOC008,2026-05,73
ITM0026,LOC008,2026-06,275
ITM0026,LOC008,2026-07,176
ITM0026,LOC008,2026-08,461
ITM0026,LOC008,2026-09,0
ITM0026,LOC008,2026-10,252
ITM0026,LOC008,2026-11,177
ITM0026,LOC008,2026-12,48
ITM0026,LOC010,2026-01,145
ITM0026,LOC010,2026-02,389
ITM0026,LOC010,2026-03,351
ITM0026,LOC010,2026-04,362
ITM0026,LOC010,2026-05,225
ITM0026,LOC010,2026-06,238
ITM0026,LOC010,2026-07,328
ITM0026,LOC010,2026-08,254
ITM0026,LOC010,2026-09,467
ITM0026,LOC010,2026-10,87
ITM0026,LOC010,2026-11,394
ITM0026,LOC010,2026-12,297
ITM0026,LOC018,2026-01,184
ITM0026,LOC018,2026-02,175
ITM0026,LOC018,2026-03,264
ITM0026,LOC018,2026-04,181
ITM0026,LOC018,2026-05,398
ITM0026,LOC018,2026-06,374
ITM0026,LOC018,2026-07,242
ITM0026,LOC018,2026-08,281
ITM0026,LOC018,2026-09,0
ITM0026,LOC018,2026-10,526
ITM0026,LOC018,2026-11,437
ITM0026,LOC018,2026-12,488
ITM0027,LOC009,2026-01,114
ITM0027,LOC009,2026-02,350
ITM0027,LOC009,2026-03,268
ITM0027,LOC009,2026-04,415
ITM0027,LOC009,2026-05,188
ITM0027,LOC009,2026-06,259
ITM0027,LOC009,2026-07,207
ITM0027,LOC009,2026-08,489
ITM0027,LOC009,2026-09,382
ITM0027,LOC009,2026-10,185
ITM0027,LOC009,2026-11,228
ITM0027,LOC009,2026-12,326
ITM0027,LOC004,2026-01,277
ITM0027,LOC004,2026-02,363
ITM0027,LOC004,2026-03,159
ITM0027,LOC004,2026-04,227
ITM0027,LOC004,2026-05,529
ITM0027,LOC004,2026-06,441
ITM0027,LOC004,2026-07,196
ITM0027,LOC004,2026-08,506
ITM0027,LOC004,2026-09,459
ITM0027,LOC004,2026-10,42
ITM0027,LOC004,2026-11,335
ITM0027,LOC004,2026-12,421
ITM0027,LOC013,2026-01,314
ITM0027,LOC013,2026-02,290
ITM0027,LOC013,2026-03,447
ITM0027,LOC013,2026-04,345
ITM0027,LOC013,2026-05,30
ITM0027,LOC013,2026-06,304
ITM0027,LOC013,2026-07,321
ITM0027,LOC013,2026-08,152
ITM0027,LOC013,2026-09,444
ITM0027,LOC013,2026-10,298
ITM0027,LOC013,2026-11,118
ITM0027,LOC013,2026-12,280
ITM0027,LOC014,2026-01,213
ITM0027,LOC014,2026-02,372
ITM0027,LOC014,2026-03,207
ITM0027,LOC014,2026-04,237
ITM0027,LOC014,2026-05,470
ITM0027,LOC014,2026-06,242
ITM0027,LOC014,2026-07,245
ITM0027,LOC014,2026-08,291
ITM0027,LOC014,2026-09,214
ITM0027,LOC014,2026-10,386
ITM0027,LOC014,2026-11,154
ITM0027,LOC014,2026-12,241
ITM0027,LOC008,2026-01,525
ITM0027,LOC008,2026-02,87
ITM0027,LOC008,2026-03,171
ITM0027,LOC008,2026-04,310
ITM0027,LOC008,2026-05,16
ITM0027,LOC008,2026-06,17
ITM0027,LOC008,2026-07,218
ITM0027,LOC008,2026-08,422
ITM0027,LOC008,2026-09,329
ITM0027,LOC008,2026-10,232
ITM0027,LOC008,2026-11,162
ITM0027,LOC008,2026-12,602
ITM0027,LOC012,2026-01,366
ITM0027,LOC012,2026-02,172
ITM0027,LOC012,2026-03,495
ITM0027,LOC012,2026-04,462
ITM0027,LOC012,2026-05,217
ITM0027,LOC012,2026-06,93
ITM0027,LOC012,2026-07,550
ITM0027,LOC012,2026-08,284
ITM0027,LOC012,2026-09,238
ITM0027,LOC012,2026-10,333
ITM0027,LOC012,2026-11,264
ITM0027,LOC012,2026-12,439
ITM0028,LOC017,2026-01,247
ITM0028,LOC017,2026-02,277
ITM0028,LOC017,2026-03,146
ITM0028,LOC017,2026-04,227
ITM0028,LOC017,2026-05,268
ITM0028,LOC017,2026-06,118
ITM0028,LOC017,2026-07,308
ITM0028,LOC017,2026-08,300
ITM0028,LOC017,2026-09,262
ITM0028,LOC017,2026-10,152
ITM0028,LOC017,2026-11,404
ITM0028,LOC017,2026-12,239
ITM0028,LOC007,2026-01,317
ITM0028,LOC007,2026-02,312
ITM0028,LOC007,2026-03,373
ITM0028,LOC007,2026-04,313
ITM0028,LOC007,2026-05,318
ITM0028,LOC007,2026-06,145
ITM0028,LOC007,2026-07,475
ITM0028,LOC007,2026-08,115
ITM0028,LOC007,2026-09,233
ITM0028,LOC007,2026-10,293
ITM0028,LOC007,2026-11,351
ITM0028,LOC007,2026-12,454
ITM0028,LOC014,2026-01,388
ITM0028,LOC014,2026-02,414
ITM0028,LOC014,2026-03,270
ITM0028,LOC014,2026-04,298
ITM0028,LOC014,2026-05,558
ITM0028,LOC014,2026-06,434
ITM0028,LOC014,2026-07,165
ITM0028,LOC014,2026-08,308
ITM0028,LOC014,2026-09,104
ITM0028,LOC014,2026-10,390
ITM0028,LOC014,2026-11,192
ITM0028,LOC014,2026-12,152
ITM0028,LOC003,2026-01,241
ITM0028,LOC003,2026-02,268
ITM0028,LOC003,2026-03,307
ITM0028,LOC003,2026-04,396
ITM0028,LOC003,2026-05,465
ITM0028,LOC003,2026-06,334
ITM0028,LOC003,2026-07,484
ITM0028,LOC003,2026-08,74
ITM0028,LOC003,2026-09,372
ITM0028,LOC003,2026-10,330
ITM0028,LOC003,2026-11,283
ITM0028,LOC003,2026-12,283
ITM0028,LOC001,2026-01,322
ITM0028,LOC001,2026-02,418
ITM0028,LOC001,2026-03,303
ITM0028,LOC001,2026-04,264
ITM0028,LOC001,2026-05,383
ITM0028,LOC001,2026-06,329
ITM0028,LOC001,2026-07,311
ITM0028,LOC001,2026-08,369
ITM0028,LOC001,2026-09,236
ITM0028,LOC001,2026-10,261
ITM0028,LOC001,2026-11,540
ITM0028,LOC001,2026-12,309
ITM0028,LOC011,2026-01,179
ITM0028,LOC011,2026-02,334
ITM0028,LOC011,2026-03,296
ITM0028,LOC011,2026-04,550
ITM0028,LOC011,2026-05,344
ITM0028,LOC011,2026-06,294
ITM0028,LOC011,2026-07,220
ITM0028,LOC011,2026-08,138
ITM0028,LOC011,2026-09,193
ITM0028,LOC011,2026-10,237
ITM0028,LOC011,2026-11,147
ITM0028,LOC011,2026-12,412
ITM0029,LOC001,2026-01,289
ITM0029,LOC001,2026-02,310
ITM0029,LOC001,2026-03,389
ITM0029,LOC001,2026-04,218
ITM0029,LOC001,2026-05,229
ITM0029,LOC001,2026-06,382
ITM0029,LOC001,2026-07,375
ITM0029,LOC001,2026-08,221
ITM0029,LOC001,2026-09,122
ITM0029,LOC001,2026-10,51
ITM0029,LOC001,2026-11,65
ITM0029,LOC001,2026-12,424
ITM0029,LOC008,2026-01,187
ITM0029,LOC008,2026-02,260
ITM0029,LOC008,2026-03,192
ITM0029,LOC008,2026-04,322
ITM0029,LOC008,2026-05,210
ITM0029,LOC008,2026-06,338
ITM0029,LOC008,2026-07,514
ITM0029,LOC008,2026-08,334
ITM0029,LOC008,2026-09,303
ITM0029,LOC008,2026-10,363
ITM0029,LOC008,2026-11,349
ITM0029,LOC008,2026-12,442
ITM0029,LOC003,2026-01,335
ITM0029,LOC003,2026-02,151
ITM0029,LOC003,2026-03,90
ITM0029,LOC003,2026-04,343
ITM0029,LOC003,2026-05,307
ITM0029,LOC003,2026-06,414
ITM0029,LOC003,2026-07,325
ITM0029,LOC003,2026-08,419
ITM0029,LOC003,2026-09,191
ITM0029,LOC003,2026-10,185
ITM0029,LOC003,2026-11,260
ITM0029,LOC003,2026-12,430
ITM0029,LOC016,2026-01,366
ITM0029,LOC016,2026-02,527
ITM0029,LOC016,2026-03,170
ITM0029,LOC016,2026-04,44
ITM0029,LOC016,2026-05,461
ITM0029,LOC016,2026-06,297
ITM0029,LOC016,2026-07,0
ITM0029,LOC016,2026-08,433
ITM0029,LOC016,2026-09,180
ITM0029,LOC016,2026-10,273
ITM0029,LOC016,2026-11,237
ITM0029,LOC016,2026-12,296
ITM0029,LOC015,2026-01,300
ITM0029,LOC015,2026-02,119
ITM0029,LOC015,2026-03,496
ITM0029,LOC015,2026-04,427
ITM0029,LOC015,2026-05,281
ITM0029,LOC015,2026-06,96
ITM0029,LOC015,2026-07,487
ITM0029,LOC015,2026-08,334
ITM0029,LOC015,2026-09,312
ITM0029,LOC015,2026-10,316
ITM0029,LOC015,2026-11,254
ITM0029,LOC015,2026-12,120
ITM0029,LOC006,2026-01,314
ITM0029,LOC006,2026-02,214
ITM0029,LOC006,2026-03,395
ITM0029,LOC006,2026-04,534
ITM0029,LOC006,2026-05,541
ITM0029,LOC006,2026-06,410
ITM0029,LOC006,2026-07,368
ITM0029,LOC006,2026-08,109
ITM0029,LOC006,2026-09,367
ITM0029,LOC006,2026-10,478
ITM0029,LOC006,2026-11,384
ITM0029,LOC006,2026-12,351
ITM0030,LOC013,2026-01,338
ITM0030,LOC013,2026-02,54
ITM0030,LOC013,2026-03,341
ITM0030,LOC013,2026-04,251
ITM0030,LOC013,2026-05,295
ITM0030,LOC013,2026-06,328
ITM0030,LOC013,2026-07,224
ITM0030,LOC013,2026-08,139
ITM0030,LOC013,2026-09,226
ITM0030,LOC013,2026-10,399
ITM0030,LOC013,2026-11,199
ITM0030,LOC013,2026-12,143
ITM0030,LOC010,2026-01,302
ITM0030,LOC010,2026-02,532
ITM0030,LOC010,2026-03,198
ITM0030,LOC010,2026-04,435
ITM0030,LOC010,2026-05,324
ITM0030,LOC010,2026-06,353
ITM0030,LOC010,2026-07,466
ITM0030,LOC010,2026-08,198
ITM0030,LOC010,2026-09,291
ITM0030,LOC010,2026-10,266
ITM0030,LOC010,2026-11,369
ITM0030,LOC010,2026-12,317
ITM0030,LOC012,2026-01,332
ITM0030,LOC012,2026-02,396
ITM0030,LOC012,2026-03,275
ITM0030,LOC012,2026-04,323
ITM0030,LOC012,2026-05,236
ITM0030,LOC012,2026-06,458
ITM0030,LOC012,2026-07,398
ITM0030,LOC012,2026-08,507
ITM0030,LOC012,2026-09,127
ITM0030,LOC012,2026-10,218
ITM0030,LOC012,2026-11,296
ITM0030,LOC012,2026-12,428
ITM0030,LOC007,2026-01,255
ITM0030,LOC007,2026-02,198
ITM0030,LOC007,2026-03,527
ITM0030,LOC007,2026-04,301
ITM0030,LOC007,2026-05,316
ITM0030,LOC007,2026-06,202
ITM0030,LOC007,2026-07,526
ITM0030,LOC007,2026-08,362
ITM0030,LOC007,2026-09,270
ITM0030,LOC007,2026-10,276
ITM0030,LOC007,2026-11,302
ITM0030,LOC007,2026-12,358
ITM0030,LOC014,2026-01,321
ITM0030,LOC014,2026-02,220
ITM0030,LOC014,2026-03,471
ITM0030,LOC014,2026-04,197
ITM0030,LOC014,2026-05,458
ITM0030,LOC014,2026-06,395
ITM0030,LOC014,2026-07,143
ITM0030,LOC014,2026-08,423
ITM0030,LOC014,2026-09,346
ITM0030,LOC014,2026-10,214
ITM0030,LOC014,2026-11,545
ITM0030,LOC014,2026-12,455
ITM0030,LOC008,2026-01,54
ITM0030,LOC008,2026-02,427
ITM0030,LOC008,2026-03,229
ITM0030,LOC008,2026-04,116
ITM0030,LOC008,2026-05,381
ITM0030,LOC008,2026-06,152
ITM0030,LOC008,2026-07,261
ITM0030,LOC008,2026-08,311
ITM0030,LOC008,2026-09,259
ITM0030,LOC008,2026-10,179
ITM0030,LOC008,2026-11,25
ITM0030,LOC008,2026-12,279
ITM0031,LOC005,2026-01,230
ITM0031,LOC005,2026-02,273
ITM0031,LOC005,2026-03,407
ITM0031,LOC005,2026-04,479
ITM0031,LOC005,2026-05,308
ITM0031,LOC005,2026-06,392
ITM0031,LOC005,2026-07,370
ITM0031,LOC005,2026-08,283
ITM0031,LOC005,2026-09,269
ITM0031,LOC005,2026-10,343
ITM0031,LOC005,2026-11,257
ITM0031,LOC005,2026-12,250
ITM0031,LOC016,2026-01,245
ITM0031,LOC016,2026-02,172
ITM0031,LOC016,2026-03,113
ITM0031,LOC016,2026-04,320
ITM0031,LOC016,2026-05,483
ITM0031,LOC016,2026-06,306
ITM0031,LOC016,2026-07,415
ITM0031,LOC016,2026-08,427
ITM0031,LOC016,2026-09,279
ITM0031,LOC016,2026-10,239
ITM0031,LOC016,2026-11,258
ITM0031,LOC016,2026-12,145
ITM0031,LOC007,2026-01,309
ITM0031,LOC007,2026-02,468
ITM0031,LOC007,2026-03,393
ITM0031,LOC007,2026-04,385
ITM0031,LOC007,2026-05,468
ITM0031,LOC007,2026-06,234
ITM0031,LOC007,2026-07,488
ITM0031,LOC007,2026-08,576
ITM0031,LOC007,2026-09,365
ITM0031,LOC007,2026-10,196
ITM0031,LOC007,2026-11,349
ITM0031,LOC007,2026-12,476
ITM0031,LOC001,2026-01,438
ITM0031,LOC001,2026-02,310
ITM0031,LOC001,2026-03,545
ITM0031,LOC001,2026-04,368
ITM0031,LOC001,2026-05,280
ITM0031,LOC001,2026-06,354
ITM0031,LOC001,2026-07,188
ITM0031,LOC001,2026-08,587
ITM0031,LOC001,2026-09,368
ITM0031,LOC001,2026-10,410
ITM0031,LOC001,2026-11,210
ITM0031,LOC001,2026-12,258
ITM0031,LOC012,2026-01,265
ITM0031,LOC012,2026-02,287
ITM0031,LOC012,2026-03,0
ITM0031,LOC012,2026-04,365
ITM0031,LOC012,2026-05,101
ITM0031,LOC012,2026-06,318
ITM0031,LOC012,2026-07,203
ITM0031,LOC012,2026-08,471
ITM0031,LOC012,2026-09,284
ITM0031,LOC012,2026-10,472
ITM0031,LOC012,2026-11,433
ITM0031,LOC012,2026-12,262
ITM0031,LOC013,2026-01,322
ITM0031,LOC013,2026-02,196
ITM0031,LOC013,2026-03,266
ITM0031,LOC013,2026-04,340
ITM0031,LOC013,2026-05,262
ITM0031,LOC013,2026-06,461
ITM0031,LOC013,2026-07,277
ITM0031,LOC013,2026-08,115
ITM0031,LOC013,2026-09,272
ITM0031,LOC013,2026-10,260
ITM0031,LOC013,2026-11,299
ITM0031,LOC013,2026-12,272
ITM0032,LOC013,2026-01,48
ITM0032,LOC013,2026-02,259
ITM0032,LOC013,2026-03,276
ITM0032,LOC013,2026-04,249
ITM0032,LOC013,2026-05,279
ITM0032,LOC013,2026-06,198
ITM0032,LOC013,2026-07,212
ITM0032,LOC013,2026-08,221
ITM0032,LOC013,2026-09,232
ITM0032,LOC013,2026-10,210
ITM0032,LOC013,2026-11,308
ITM0032,LOC013,2026-12,364
ITM0032,LOC005,2026-01,500
ITM0032,LOC005,2026-02,189
ITM0032,LOC005,2026-03,299
ITM0032,LOC005,2026-04,341
ITM0032,LOC005,2026-05,468
ITM0032,LOC005,2026-06,434
ITM0032,LOC005,2026-07,750
ITM0032,LOC005,2026-08,56
ITM0032,LOC005,2026-09,268
ITM0032,LOC005,2026-10,322
ITM0032,LOC005,2026-11,326
ITM0032,LOC005,2026-12,423
ITM0032,LOC010,2026-01,252
ITM0032,LOC010,2026-02,0
ITM0032,LOC010,2026-03,165
ITM0032,LOC010,2026-04,198
ITM0032,LOC010,2026-05,354
ITM0032,LOC010,2026-06,367
ITM0032,LOC010,2026-07,410
ITM0032,LOC010,2026-08,430
ITM0032,LOC010,2026-09,28
ITM0032,LOC010,2026-10,493
ITM0032,LOC010,2026-11,381
ITM0032,LOC010,2026-12,189
ITM0032,LOC006,2026-01,322
ITM0032,LOC006,2026-02,413
ITM0032,LOC006,2026-03,461
ITM0032,LOC006,2026-04,332
ITM0032,LOC006,2026-05,371
ITM0032,LOC006,2026-06,175
ITM0032,LOC006,2026-07,328
ITM0032,LOC006,2026-08,336
ITM0032,LOC006,2026-09,477
ITM0032,LOC006,2026-10,364
ITM0032,LOC006,2026-11,333
ITM0032,LOC006,2026-12,272
ITM0032,LOC003,2026-01,599
ITM0032,LOC003,2026-02,316
ITM0032,LOC003,2026-03,386
ITM0032,LOC003,2026-04,472
ITM0032,LOC003,2026-05,292
ITM0032,LOC003,2026-06,307
ITM0032,LOC003,2026-07,360
ITM0032,LOC003,2026-08,130
ITM0032,LOC003,2026-09,176
ITM0032,LOC003,2026-10,244
ITM0032,LOC003,2026-11,160
ITM0032,LOC003,2026-12,261
ITM0032,LOC011,2026-01,166
ITM0032,LOC011,2026-02,364
ITM0032,LOC011,2026-03,251
ITM0032,LOC011,2026-04,250
ITM0032,LOC011,2026-05,166
ITM0032,LOC011,2026-06,395
ITM0032,LOC011,2026-07,490
ITM0032,LOC011,2026-08,407
ITM0032,LOC011,2026-09,281
ITM0032,LOC011,2026-10,193
ITM0032,LOC011,2026-11,215
ITM0032,LOC011,2026-12,170
ITM0033,LOC014,2026-01,266
ITM0033,LOC014,2026-02,404
ITM0033,LOC014,2026-03,321
ITM0033,LOC014,2026-04,281
ITM0033,LOC014,2026-05,367
ITM0033,LOC014,2026-06,467
ITM0033,LOC014,2026-07,252
ITM0033,LOC014,2026-08,316
ITM0033,LOC014,2026-09,238
ITM0033,LOC014,2026-10,202
ITM0033,LOC014,2026-11,191
ITM0033,LOC014,2026-12,239
ITM0033,LOC012,2026-01,147
ITM0033,LOC012,2026-02,271
ITM0033,LOC012,2026-03,252
ITM0033,LOC012,2026-04,335
ITM0033,LOC012,2026-05,406
ITM0033,LOC012,2026-06,528
ITM0033,LOC012,2026-07,244
ITM0033,LOC012,2026-08,282
ITM0033,LOC012,2026-09,359
ITM0033,LOC012,2026-10,230
ITM0033,LOC012,2026-11,422
ITM0033,LOC012,2026-12,382
ITM0033,LOC016,2026-01,298
ITM0033,LOC016,2026-02,439
